Fecha,Hora,Variable,Valor,Unidad,Lugar
42808,19,Velocidad registrada,11.33,m/s,Barranquilla
42808,20,Velocidad registrada,8.82,m/s,Barranquilla
42808,21,Velocidad registrada,7.87,m/s,Barranquilla
42808,22,Velocidad registrada,5.17,m/s,Barranquilla
42808,23,Velocidad registrada,3.73,m/s,Barranquilla
42809,0,Velocidad registrada,2.7,m/s,Barranquilla
42809,1,Velocidad registrada,5,m/s,Barranquilla
42809,2,Velocidad registrada,8.48,m/s,Barranquilla
42809,3,Velocidad registrada,7.77,m/s,Barranquilla
42809,4,Velocidad registrada,9.8,m/s,Barranquilla
42809,5,Velocidad registrada,5.65,m/s,Barranquilla
42809,6,Velocidad registrada,5.67,m/s,Barranquilla
42809,7,Velocidad registrada,6.08,m/s,Barranquilla
42809,8,Velocidad registrada,5.28,m/s,Barranquilla
42809,9,Velocidad registrada,4.15,m/s,Barranquilla
42809,10,Velocidad registrada,5.52,m/s,Barranquilla
42809,11,Velocidad registrada,5.45,m/s,Barranquilla
42809,12,Velocidad registrada,6.25,m/s,Barranquilla
42809,13,Velocidad registrada,6.55,m/s,Barranquilla
42809,14,Velocidad registrada,5.97,m/s,Barranquilla
42809,15,Velocidad registrada,5.55,m/s,Barranquilla
42809,16,Velocidad registrada,7.07,m/s,Barranquilla
42809,17,Velocidad registrada,6.73,m/s,Barranquilla
42809,18,Velocidad registrada,8.08,m/s,Barranquilla
42809,19,Velocidad registrada,6.7,m/s,Barranquilla
42809,20,Velocidad registrada,5.72,m/s,Barranquilla
42809,21,Velocidad registrada,4.43,m/s,Barranquilla
42809,22,Velocidad registrada,5.98,m/s,Barranquilla
42809,23,Velocidad registrada,9.05,m/s,Barranquilla
42810,0,Velocidad registrada,9.93,m/s,Barranquilla
42810,1,Velocidad registrada,10.2,m/s,Barranquilla
42810,2,Velocidad registrada,9.02,m/s,Barranquilla
42810,3,Velocidad registrada,8.7,m/s,Barranquilla
42810,4,Velocidad registrada,11.43,m/s,Barranquilla
42810,5,Velocidad registrada,9.15,m/s,Barranquilla
42810,6,Velocidad registrada,4.53,m/s,Barranquilla
42810,7,Velocidad registrada,2.43,m/s,Barranquilla
42810,8,Velocidad registrada,3.3,m/s,Barranquilla
42810,9,Velocidad registrada,3.63,m/s,Barranquilla
42810,10,Velocidad registrada,3.87,m/s,Barranquilla
42810,11,Velocidad registrada,5.37,m/s,Barranquilla
42810,12,Velocidad registrada,7.58,m/s,Barranquilla
42810,13,Velocidad registrada,7.17,m/s,Barranquilla
42810,14,Velocidad registrada,5.78,m/s,Barranquilla
42810,15,Velocidad registrada,6.1,m/s,Barranquilla
42810,16,Velocidad registrada,8.13,m/s,Barranquilla
42810,17,Velocidad registrada,3.48,m/s,Barranquilla
42810,18,Velocidad registrada,5.73,m/s,Barranquilla
42810,19,Velocidad registrada,8.07,m/s,Barranquilla
42810,20,Velocidad registrada,10.07,m/s,Barranquilla
42810,21,Velocidad registrada,10.17,m/s,Barranquilla
42810,22,Velocidad registrada,9.35,m/s,Barranquilla
42810,23,Velocidad registrada,6.95,m/s,Barranquilla
42811,0,Velocidad registrada,7.57,m/s,Barranquilla
42811,1,Velocidad registrada,7.78,m/s,Barranquilla
42811,2,Velocidad registrada,6.13,m/s,Barranquilla
42811,3,Velocidad registrada,3.87,m/s,Barranquilla
42811,4,Velocidad registrada,5.43,m/s,Barranquilla
42811,5,Velocidad registrada,5.73,m/s,Barranquilla
42811,6,Velocidad registrada,9.08,m/s,Barranquilla
42811,7,Velocidad registrada,5.07,m/s,Barranquilla
42811,8,Velocidad registrada,4.72,m/s,Barranquilla
42811,9,Velocidad registrada,4.03,m/s,Barranquilla
42811,10,Velocidad registrada,6.68,m/s,Barranquilla
42811,11,Velocidad registrada,6.9,m/s,Barranquilla
42811,12,Velocidad registrada,6.98,m/s,Barranquilla
42811,13,Velocidad registrada,7.93,m/s,Barranquilla
42811,14,Velocidad registrada,8.52,m/s,Barranquilla
42811,15,Velocidad registrada,9.65,m/s,Barranquilla
42811,16,Velocidad registrada,10.02,m/s,Barranquilla
42811,17,Velocidad registrada,10.27,m/s,Barranquilla
42811,18,Velocidad registrada,10.65,m/s,Barranquilla
42811,19,Velocidad registrada,11.18,m/s,Barranquilla
42811,20,Velocidad registrada,10.57,m/s,Barranquilla
42811,21,Velocidad registrada,11.62,m/s,Barranquilla
42811,22,Velocidad registrada,10.32,m/s,Barranquilla
42811,23,Velocidad registrada,9.23,m/s,Barranquilla
42812,0,Velocidad registrada,9.37,m/s,Barranquilla
42812,1,Velocidad registrada,9.75,m/s,Barranquilla
42812,2,Velocidad registrada,8.27,m/s,Barranquilla
42812,3,Velocidad registrada,6.97,m/s,Barranquilla
42812,4,Velocidad registrada,6.23,m/s,Barranquilla
42812,5,Velocidad registrada,11.07,m/s,Barranquilla
42812,6,Velocidad registrada,12.03,m/s,Barranquilla
42812,7,Velocidad registrada,8.6,m/s,Barranquilla
42812,8,Velocidad registrada,6.8,m/s,Barranquilla
42812,9,Velocidad registrada,6.58,m/s,Barranquilla
42812,10,Velocidad registrada,4.45,m/s,Barranquilla
42812,11,Velocidad registrada,5.58,m/s,Barranquilla
42812,12,Velocidad registrada,5.58,m/s,Barranquilla
42812,13,Velocidad registrada,6.37,m/s,Barranquilla
42812,14,Velocidad registrada,6.65,m/s,Barranquilla
42812,15,Velocidad registrada,5.57,m/s,Barranquilla
42812,16,Velocidad registrada,5.82,m/s,Barranquilla
42812,17,Velocidad registrada,5.3,m/s,Barranquilla
42812,18,Velocidad registrada,6.3,m/s,Barranquilla
42812,19,Velocidad registrada,6.58,m/s,Barranquilla
42812,20,Velocidad registrada,8.25,m/s,Barranquilla
42812,21,Velocidad registrada,10.58,m/s,Barranquilla
42812,22,Velocidad registrada,10.22,m/s,Barranquilla
42812,23,Velocidad registrada,9.52,m/s,Barranquilla
42813,0,Velocidad registrada,9.05,m/s,Barranquilla
42813,1,Velocidad registrada,8.77,m/s,Barranquilla
42813,2,Velocidad registrada,7.35,m/s,Barranquilla
42813,3,Velocidad registrada,5.98,m/s,Barranquilla
42813,4,Velocidad registrada,2.72,m/s,Barranquilla
42813,5,Velocidad registrada,2.57,m/s,Barranquilla
42813,6,Velocidad registrada,1.73,m/s,Barranquilla
42813,7,Velocidad registrada,1.67,m/s,Barranquilla
42813,8,Velocidad registrada,1.65,m/s,Barranquilla
42813,9,Velocidad registrada,2.22,m/s,Barranquilla
42813,10,Velocidad registrada,3.95,m/s,Barranquilla
42813,11,Velocidad registrada,3.8,m/s,Barranquilla
42813,12,Velocidad registrada,5.52,m/s,Barranquilla
42813,13,Velocidad registrada,7.52,m/s,Barranquilla
42813,14,Velocidad registrada,7.78,m/s,Barranquilla
42813,15,Velocidad registrada,8.48,m/s,Barranquilla
42813,16,Velocidad registrada,7.37,m/s,Barranquilla
42813,17,Velocidad registrada,5.6,m/s,Barranquilla
42813,18,Velocidad registrada,5.83,m/s,Barranquilla
42813,19,Velocidad registrada,5.37,m/s,Barranquilla
42813,20,Velocidad registrada,6,m/s,Barranquilla
42813,21,Velocidad registrada,8.27,m/s,Barranquilla
42813,22,Velocidad registrada,6.98,m/s,Barranquilla
42813,23,Velocidad registrada,7.17,m/s,Barranquilla
42814,0,Velocidad registrada,2.55,m/s,Barranquilla
42814,1,Velocidad registrada,1.37,m/s,Barranquilla
42814,2,Velocidad registrada,2.25,m/s,Barranquilla
42814,3,Velocidad registrada,1.95,m/s,Barranquilla
42814,4,Velocidad registrada,1.88,m/s,Barranquilla
42814,5,Velocidad registrada,3.3,m/s,Barranquilla
42814,6,Velocidad registrada,2.92,m/s,Barranquilla
42814,7,Velocidad registrada,1.98,m/s,Barranquilla
42814,8,Velocidad registrada,2.37,m/s,Barranquilla
42814,9,Velocidad registrada,3,m/s,Barranquilla
42814,10,Velocidad registrada,3.13,m/s,Barranquilla
42814,11,Velocidad registrada,2.95,m/s,Barranquilla
42814,12,Velocidad registrada,3.9,m/s,Barranquilla
42814,13,Velocidad registrada,5.72,m/s,Barranquilla
42814,14,Velocidad registrada,5.67,m/s,Barranquilla
42814,15,Velocidad registrada,6.38,m/s,Barranquilla
42814,16,Velocidad registrada,9.55,m/s,Barranquilla
42814,17,Velocidad registrada,8.37,m/s,Barranquilla
42814,18,Velocidad registrada,5.98,m/s,Barranquilla
42814,19,Velocidad registrada,6.72,m/s,Barranquilla
42814,20,Velocidad registrada,6.37,m/s,Barranquilla
42814,21,Velocidad registrada,6.07,m/s,Barranquilla
42814,22,Velocidad registrada,6.28,m/s,Barranquilla
42814,23,Velocidad registrada,5.25,m/s,Barranquilla
42815,0,Velocidad registrada,4.05,m/s,Barranquilla
42815,1,Velocidad registrada,3.7,m/s,Barranquilla
42815,2,Velocidad registrada,3.35,m/s,Barranquilla
42815,3,Velocidad registrada,3.35,m/s,Barranquilla
42815,4,Velocidad registrada,2.95,m/s,Barranquilla
42815,5,Velocidad registrada,2.72,m/s,Barranquilla
42815,6,Velocidad registrada,1.78,m/s,Barranquilla
42815,7,Velocidad registrada,0.93,m/s,Barranquilla
42815,8,Velocidad registrada,1.75,m/s,Barranquilla
42815,9,Velocidad registrada,3.2,m/s,Barranquilla
42815,10,Velocidad registrada,4.17,m/s,Barranquilla
42815,11,Velocidad registrada,4.53,m/s,Barranquilla
42815,12,Velocidad registrada,6.77,m/s,Barranquilla
42815,13,Velocidad registrada,8.22,m/s,Barranquilla
42815,14,Velocidad registrada,8.53,m/s,Barranquilla
42815,15,Velocidad registrada,8.75,m/s,Barranquilla
42815,16,Velocidad registrada,7.85,m/s,Barranquilla
42815,17,Velocidad registrada,6.62,m/s,Barranquilla
42815,18,Velocidad registrada,4.35,m/s,Barranquilla
42815,19,Velocidad registrada,2.98,m/s,Barranquilla
42815,20,Velocidad registrada,3.38,m/s,Barranquilla
42815,21,Velocidad registrada,6.22,m/s,Barranquilla
42815,22,Velocidad registrada,10.6,m/s,Barranquilla
42815,23,Velocidad registrada,8.75,m/s,Barranquilla
42816,0,Velocidad registrada,8.4,m/s,Barranquilla
42816,1,Velocidad registrada,4.12,m/s,Barranquilla
42816,2,Velocidad registrada,1.82,m/s,Barranquilla
42816,3,Velocidad registrada,1.68,m/s,Barranquilla
42816,4,Velocidad registrada,2.73,m/s,Barranquilla
42816,5,Velocidad registrada,2.98,m/s,Barranquilla
42816,6,Velocidad registrada,1.98,m/s,Barranquilla
42816,7,Velocidad registrada,2.72,m/s,Barranquilla
42816,8,Velocidad registrada,3.67,m/s,Barranquilla
42816,9,Velocidad registrada,3.97,m/s,Barranquilla
42816,10,Velocidad registrada,2.35,m/s,Barranquilla
42816,11,Velocidad registrada,5.83,m/s,Barranquilla
42816,12,Velocidad registrada,6.82,m/s,Barranquilla
42816,13,Velocidad registrada,7.83,m/s,Barranquilla
42816,14,Velocidad registrada,8.43,m/s,Barranquilla
42816,15,Velocidad registrada,7.43,m/s,Barranquilla
42816,16,Velocidad registrada,7.2,m/s,Barranquilla
42816,17,Velocidad registrada,5.77,m/s,Barranquilla
42816,18,Velocidad registrada,5.1,m/s,Barranquilla
42816,19,Velocidad registrada,4.48,m/s,Barranquilla
42816,20,Velocidad registrada,5.3,m/s,Barranquilla
42816,21,Velocidad registrada,5.98,m/s,Barranquilla
42816,22,Velocidad registrada,6.05,m/s,Barranquilla
42816,23,Velocidad registrada,6.88,m/s,Barranquilla
42817,0,Velocidad registrada,6.8,m/s,Barranquilla
42817,1,Velocidad registrada,6.83,m/s,Barranquilla
42817,2,Velocidad registrada,6.45,m/s,Barranquilla
42817,3,Velocidad registrada,1.22,m/s,Barranquilla
42817,4,Velocidad registrada,4.87,m/s,Barranquilla
42817,5,Velocidad registrada,4.52,m/s,Barranquilla
42817,6,Velocidad registrada,3.53,m/s,Barranquilla
42817,7,Velocidad registrada,3.77,m/s,Barranquilla
42817,8,Velocidad registrada,2.33,m/s,Barranquilla
42817,9,Velocidad registrada,4.97,m/s,Barranquilla
42817,10,Velocidad registrada,5.33,m/s,Barranquilla
42817,11,Velocidad registrada,5.85,m/s,Barranquilla
42817,12,Velocidad registrada,6.52,m/s,Barranquilla
42817,13,Velocidad registrada,7,m/s,Barranquilla
42817,14,Velocidad registrada,6.25,m/s,Barranquilla
42817,15,Velocidad registrada,6.25,m/s,Barranquilla
42817,16,Velocidad registrada,5.37,m/s,Barranquilla
42817,17,Velocidad registrada,5.85,m/s,Barranquilla
42817,18,Velocidad registrada,6.48,m/s,Barranquilla
42817,19,Velocidad registrada,8.4,m/s,Barranquilla
42817,20,Velocidad registrada,7.78,m/s,Barranquilla
42817,21,Velocidad registrada,6.95,m/s,Barranquilla
42817,22,Velocidad registrada,7.07,m/s,Barranquilla
42817,23,Velocidad registrada,8.13,m/s,Barranquilla
42818,0,Velocidad registrada,6.87,m/s,Barranquilla
42818,1,Velocidad registrada,4.15,m/s,Barranquilla
42818,2,Velocidad registrada,4.03,m/s,Barranquilla
42818,3,Velocidad registrada,2.5,m/s,Barranquilla
42818,4,Velocidad registrada,1.15,m/s,Barranquilla
42818,5,Velocidad registrada,1.42,m/s,Barranquilla
42818,6,Velocidad registrada,0.82,m/s,Barranquilla
42818,7,Velocidad registrada,2.73,m/s,Barranquilla
42818,8,Velocidad registrada,2.17,m/s,Barranquilla
42818,9,Velocidad registrada,1.63,m/s,Barranquilla
42818,10,Velocidad registrada,4.15,m/s,Barranquilla
42818,11,Velocidad registrada,4.28,m/s,Barranquilla
42818,12,Velocidad registrada,3.15,m/s,Barranquilla
42818,13,Velocidad registrada,2.72,m/s,Barranquilla
42818,14,Velocidad registrada,3.33,m/s,Barranquilla
42818,15,Velocidad registrada,6.4,m/s,Barranquilla
42818,16,Velocidad registrada,5.63,m/s,Barranquilla
42818,17,Velocidad registrada,4.82,m/s,Barranquilla
42818,18,Velocidad registrada,4.43,m/s,Barranquilla
42818,19,Velocidad registrada,4.87,m/s,Barranquilla
42818,20,Velocidad registrada,4.8,m/s,Barranquilla
42818,21,Velocidad registrada,5.18,m/s,Barranquilla
42818,22,Velocidad registrada,6.03,m/s,Barranquilla
42818,23,Velocidad registrada,5.18,m/s,Barranquilla
42819,0,Velocidad registrada,4.02,m/s,Barranquilla
42819,1,Velocidad registrada,3.93,m/s,Barranquilla
42819,2,Velocidad registrada,2.18,m/s,Barranquilla
42819,3,Velocidad registrada,2,m/s,Barranquilla
42819,4,Velocidad registrada,2.37,m/s,Barranquilla
42819,5,Velocidad registrada,0.95,m/s,Barranquilla
42819,6,Velocidad registrada,1.55,m/s,Barranquilla
42819,7,Velocidad registrada,2.18,m/s,Barranquilla
42819,8,Velocidad registrada,2.75,m/s,Barranquilla
42819,9,Velocidad registrada,1.93,m/s,Barranquilla
42819,10,Velocidad registrada,4.63,m/s,Barranquilla
42819,11,Velocidad registrada,5.18,m/s,Barranquilla
42819,12,Velocidad registrada,7.13,m/s,Barranquilla
42819,13,Velocidad registrada,8.43,m/s,Barranquilla
42819,14,Velocidad registrada,7.87,m/s,Barranquilla
42819,15,Velocidad registrada,7.55,m/s,Barranquilla
42819,16,Velocidad registrada,6.15,m/s,Barranquilla
42819,17,Velocidad registrada,6.05,m/s,Barranquilla
42819,18,Velocidad registrada,6.18,m/s,Barranquilla
42819,19,Velocidad registrada,5.38,m/s,Barranquilla
42819,20,Velocidad registrada,5,m/s,Barranquilla
42819,21,Velocidad registrada,3.35,m/s,Barranquilla
42819,22,Velocidad registrada,3.88,m/s,Barranquilla
42819,23,Velocidad registrada,3.05,m/s,Barranquilla
42820,0,Velocidad registrada,1.88,m/s,Barranquilla
42820,1,Velocidad registrada,1.47,m/s,Barranquilla
42820,2,Velocidad registrada,1.37,m/s,Barranquilla
42820,3,Velocidad registrada,1.13,m/s,Barranquilla
42820,4,Velocidad registrada,1.52,m/s,Barranquilla
42820,5,Velocidad registrada,1.63,m/s,Barranquilla
42820,6,Velocidad registrada,1.53,m/s,Barranquilla
42820,7,Velocidad registrada,1.18,m/s,Barranquilla
42820,8,Velocidad registrada,2.12,m/s,Barranquilla
42820,9,Velocidad registrada,2.7,m/s,Barranquilla
42820,10,Velocidad registrada,2.37,m/s,Barranquilla
42820,11,Velocidad registrada,4.75,m/s,Barranquilla
42820,12,Velocidad registrada,5.43,m/s,Barranquilla
42820,13,Velocidad registrada,5.32,m/s,Barranquilla
42820,14,Velocidad registrada,5.22,m/s,Barranquilla
42820,15,Velocidad registrada,7.3,m/s,Barranquilla
42820,16,Velocidad registrada,7.28,m/s,Barranquilla
42820,17,Velocidad registrada,9.47,m/s,Barranquilla
42820,18,Velocidad registrada,5.82,m/s,Barranquilla
42820,19,Velocidad registrada,5.5,m/s,Barranquilla
42820,20,Velocidad registrada,5.68,m/s,Barranquilla
42820,21,Velocidad registrada,6.05,m/s,Barranquilla
42820,22,Velocidad registrada,6.05,m/s,Barranquilla
42820,23,Velocidad registrada,4.35,m/s,Barranquilla
42821,0,Velocidad registrada,1.53,m/s,Barranquilla
42821,1,Velocidad registrada,3.02,m/s,Barranquilla
42821,2,Velocidad registrada,3,m/s,Barranquilla
42821,3,Velocidad registrada,1.55,m/s,Barranquilla
42821,4,Velocidad registrada,1.27,m/s,Barranquilla
42821,5,Velocidad registrada,0.7,m/s,Barranquilla
42821,6,Velocidad registrada,0.93,m/s,Barranquilla
42821,7,Velocidad registrada,0.72,m/s,Barranquilla
42821,8,Velocidad registrada,2.08,m/s,Barranquilla
42821,9,Velocidad registrada,2.13,m/s,Barranquilla
42821,10,Velocidad registrada,2.87,m/s,Barranquilla
42821,11,Velocidad registrada,3.75,m/s,Barranquilla
42821,12,Velocidad registrada,5.07,m/s,Barranquilla
42821,13,Velocidad registrada,6.97,m/s,Barranquilla
42821,14,Velocidad registrada,6.33,m/s,Barranquilla
42821,15,Velocidad registrada,6.33,m/s,Barranquilla
42821,16,Velocidad registrada,7.25,m/s,Barranquilla
42821,17,Velocidad registrada,5.8,m/s,Barranquilla
42821,18,Velocidad registrada,6.65,m/s,Barranquilla
42821,19,Velocidad registrada,6.52,m/s,Barranquilla
42821,20,Velocidad registrada,6.72,m/s,Barranquilla
42821,21,Velocidad registrada,7.47,m/s,Barranquilla
42821,22,Velocidad registrada,7.1,m/s,Barranquilla
42821,23,Velocidad registrada,5.08,m/s,Barranquilla
42822,0,Velocidad registrada,3.03,m/s,Barranquilla
42822,1,Velocidad registrada,1.67,m/s,Barranquilla
42822,2,Velocidad registrada,1.52,m/s,Barranquilla
42822,3,Velocidad registrada,1.1,m/s,Barranquilla
42822,4,Velocidad registrada,2.05,m/s,Barranquilla
42822,5,Velocidad registrada,1.8,m/s,Barranquilla
42822,6,Velocidad registrada,1.07,m/s,Barranquilla
42822,7,Velocidad registrada,2.4,m/s,Barranquilla
42822,8,Velocidad registrada,2.83,m/s,Barranquilla
42822,9,Velocidad registrada,3.22,m/s,Barranquilla
42822,10,Velocidad registrada,2.75,m/s,Barranquilla
42822,11,Velocidad registrada,2.6,m/s,Barranquilla
42822,12,Velocidad registrada,5.48,m/s,Barranquilla
42822,13,Velocidad registrada,7.55,m/s,Barranquilla
42822,14,Velocidad registrada,8.47,m/s,Barranquilla
42822,15,Velocidad registrada,8.38,m/s,Barranquilla
42822,16,Velocidad registrada,6.87,m/s,Barranquilla
42822,17,Velocidad registrada,7,m/s,Barranquilla
42822,18,Velocidad registrada,6.83,m/s,Barranquilla
42822,19,Velocidad registrada,6.68,m/s,Barranquilla
42822,20,Velocidad registrada,6.77,m/s,Barranquilla
42822,21,Velocidad registrada,8.73,m/s,Barranquilla
42822,22,Velocidad registrada,8.53,m/s,Barranquilla
42822,23,Velocidad registrada,6.12,m/s,Barranquilla
42823,0,Velocidad registrada,4.75,m/s,Barranquilla
42823,1,Velocidad registrada,4.4,m/s,Barranquilla
42823,2,Velocidad registrada,2.07,m/s,Barranquilla
42823,3,Velocidad registrada,2.42,m/s,Barranquilla
42823,4,Velocidad registrada,1.52,m/s,Barranquilla
42823,5,Velocidad registrada,2.12,m/s,Barranquilla
42823,6,Velocidad registrada,5.15,m/s,Barranquilla
42823,7,Velocidad registrada,3.52,m/s,Barranquilla
42823,8,Velocidad registrada,2.05,m/s,Barranquilla
42823,9,Velocidad registrada,2.4,m/s,Barranquilla
42823,10,Velocidad registrada,4.07,m/s,Barranquilla
42823,11,Velocidad registrada,6.53,m/s,Barranquilla
42823,12,Velocidad registrada,3.15,m/s,Barranquilla
42823,13,Velocidad registrada,5.82,m/s,Barranquilla
42823,14,Velocidad registrada,7.05,m/s,Barranquilla
42823,15,Velocidad registrada,6.13,m/s,Barranquilla
42823,16,Velocidad registrada,5.7,m/s,Barranquilla
42823,17,Velocidad registrada,5.13,m/s,Barranquilla
42823,18,Velocidad registrada,5.82,m/s,Barranquilla
42823,19,Velocidad registrada,7.57,m/s,Barranquilla
42823,20,Velocidad registrada,7.58,m/s,Barranquilla
42823,21,Velocidad registrada,7.33,m/s,Barranquilla
42823,22,Velocidad registrada,8.02,m/s,Barranquilla
42823,23,Velocidad registrada,5.47,m/s,Barranquilla
42824,0,Velocidad registrada,4.02,m/s,Barranquilla
42824,1,Velocidad registrada,2.32,m/s,Barranquilla
42824,2,Velocidad registrada,2.48,m/s,Barranquilla
42824,3,Velocidad registrada,2.62,m/s,Barranquilla
42824,4,Velocidad registrada,2.18,m/s,Barranquilla
42824,5,Velocidad registrada,2.82,m/s,Barranquilla
42824,6,Velocidad registrada,2.97,m/s,Barranquilla
42824,7,Velocidad registrada,3.03,m/s,Barranquilla
42824,8,Velocidad registrada,3.85,m/s,Barranquilla
42824,9,Velocidad registrada,4.32,m/s,Barranquilla
42824,10,Velocidad registrada,4,m/s,Barranquilla
42824,11,Velocidad registrada,3.48,m/s,Barranquilla
42824,12,Velocidad registrada,1.93,m/s,Barranquilla
42824,13,Velocidad registrada,3.52,m/s,Barranquilla
42824,14,Velocidad registrada,5.18,m/s,Barranquilla
42824,15,Velocidad registrada,7.48,m/s,Barranquilla
42824,16,Velocidad registrada,6.23,m/s,Barranquilla
42824,17,Velocidad registrada,5.52,m/s,Barranquilla
42824,18,Velocidad registrada,3.85,m/s,Barranquilla
42824,19,Velocidad registrada,3.1,m/s,Barranquilla
42824,20,Velocidad registrada,5.5,m/s,Barranquilla
42824,21,Velocidad registrada,4.57,m/s,Barranquilla
42824,22,Velocidad registrada,1.08,m/s,Barranquilla
42824,23,Velocidad registrada,3.12,m/s,Barranquilla
42825,0,Velocidad registrada,2.67,m/s,Barranquilla
42825,1,Velocidad registrada,1.88,m/s,Barranquilla
42825,2,Velocidad registrada,1.12,m/s,Barranquilla
42825,3,Velocidad registrada,1.87,m/s,Barranquilla
42825,4,Velocidad registrada,3.45,m/s,Barranquilla
42825,5,Velocidad registrada,5.67,m/s,Barranquilla
42825,6,Velocidad registrada,5.7,m/s,Barranquilla
42825,7,Velocidad registrada,4.38,m/s,Barranquilla
42825,8,Velocidad registrada,3.05,m/s,Barranquilla
42825,9,Velocidad registrada,2.48,m/s,Barranquilla
42825,10,Velocidad registrada,2.95,m/s,Barranquilla
42825,11,Velocidad registrada,4.08,m/s,Barranquilla
42825,12,Velocidad registrada,4.75,m/s,Barranquilla
42825,13,Velocidad registrada,7.02,m/s,Barranquilla
42825,14,Velocidad registrada,6.65,m/s,Barranquilla
42825,15,Velocidad registrada,6.75,m/s,Barranquilla
42825,16,Velocidad registrada,5.32,m/s,Barranquilla
42825,17,Velocidad registrada,5.1,m/s,Barranquilla
42825,18,Velocidad registrada,6.32,m/s,Barranquilla
42825,19,Velocidad registrada,5.38,m/s,Barranquilla
42825,20,Velocidad registrada,4.32,m/s,Barranquilla
42825,21,Velocidad registrada,3.9,m/s,Barranquilla
42825,22,Velocidad registrada,3.62,m/s,Barranquilla
42825,23,Velocidad registrada,2.22,m/s,Barranquilla
42736,0,Velocidad registrada,1.68,m/s,Santa Marta
42736,1,Velocidad registrada,1.14,m/s,Santa Marta
42736,2,Velocidad registrada,1.61,m/s,Santa Marta
42736,3,Velocidad registrada,1.65,m/s,Santa Marta
42736,4,Velocidad registrada,1.48,m/s,Santa Marta
42736,5,Velocidad registrada,1.3,m/s,Santa Marta
42736,6,Velocidad registrada,1.03,m/s,Santa Marta
42736,7,Velocidad registrada,1,m/s,Santa Marta
42736,8,Velocidad registrada,1.15,m/s,Santa Marta
42736,9,Velocidad registrada,2.16,m/s,Santa Marta
42736,10,Velocidad registrada,3.12,m/s,Santa Marta
42736,11,Velocidad registrada,3.92,m/s,Santa Marta
42736,12,Velocidad registrada,4.96,m/s,Santa Marta
42736,13,Velocidad registrada,4.66,m/s,Santa Marta
42736,14,Velocidad registrada,5.47,m/s,Santa Marta
42736,15,Velocidad registrada,5.93,m/s,Santa Marta
42736,16,Velocidad registrada,5.8,m/s,Santa Marta
42736,17,Velocidad registrada,4.81,m/s,Santa Marta
42736,18,Velocidad registrada,3.88,m/s,Santa Marta
42736,19,Velocidad registrada,4.1,m/s,Santa Marta
42736,20,Velocidad registrada,3.68,m/s,Santa Marta
42736,21,Velocidad registrada,4.08,m/s,Santa Marta
42736,22,Velocidad registrada,3.64,m/s,Santa Marta
42736,23,Velocidad registrada,3.41,m/s,Santa Marta
42737,0,Velocidad registrada,2,m/s,Santa Marta
42737,1,Velocidad registrada,0.86,m/s,Santa Marta
42737,2,Velocidad registrada,1.5,m/s,Santa Marta
42737,3,Velocidad registrada,2.08,m/s,Santa Marta
42737,4,Velocidad registrada,1.54,m/s,Santa Marta
42737,5,Velocidad registrada,1.03,m/s,Santa Marta
42737,6,Velocidad registrada,0.69,m/s,Santa Marta
42737,7,Velocidad registrada,0.94,m/s,Santa Marta
42737,8,Velocidad registrada,0.82,m/s,Santa Marta
42737,9,Velocidad registrada,1.23,m/s,Santa Marta
42737,10,Velocidad registrada,1.71,m/s,Santa Marta
42737,11,Velocidad registrada,2.25,m/s,Santa Marta
42737,12,Velocidad registrada,3.1,m/s,Santa Marta
42737,13,Velocidad registrada,4.6,m/s,Santa Marta
42737,14,Velocidad registrada,4.94,m/s,Santa Marta
42737,15,Velocidad registrada,4.54,m/s,Santa Marta
42737,16,Velocidad registrada,4.54,m/s,Santa Marta
42737,17,Velocidad registrada,4.85,m/s,Santa Marta
42737,18,Velocidad registrada,4.67,m/s,Santa Marta
42737,19,Velocidad registrada,4.39,m/s,Santa Marta
42737,20,Velocidad registrada,3.95,m/s,Santa Marta
42737,21,Velocidad registrada,3.2,m/s,Santa Marta
42737,22,Velocidad registrada,2.97,m/s,Santa Marta
42737,23,Velocidad registrada,3.05,m/s,Santa Marta
42738,0,Velocidad registrada,2.43,m/s,Santa Marta
42738,1,Velocidad registrada,2.04,m/s,Santa Marta
42738,2,Velocidad registrada,1.53,m/s,Santa Marta
42738,3,Velocidad registrada,1.09,m/s,Santa Marta
42738,4,Velocidad registrada,0.84,m/s,Santa Marta
42738,5,Velocidad registrada,0.9,m/s,Santa Marta
42738,6,Velocidad registrada,0.77,m/s,Santa Marta
42738,7,Velocidad registrada,1.05,m/s,Santa Marta
42738,8,Velocidad registrada,1.48,m/s,Santa Marta
42738,9,Velocidad registrada,1.49,m/s,Santa Marta
42738,10,Velocidad registrada,1.72,m/s,Santa Marta
42738,11,Velocidad registrada,1.62,m/s,Santa Marta
42738,12,Velocidad registrada,2.18,m/s,Santa Marta
42738,13,Velocidad registrada,3.41,m/s,Santa Marta
42738,14,Velocidad registrada,3.58,m/s,Santa Marta
42738,15,Velocidad registrada,3.08,m/s,Santa Marta
42738,16,Velocidad registrada,3.97,m/s,Santa Marta
42738,17,Velocidad registrada,3.84,m/s,Santa Marta
42738,18,Velocidad registrada,4.55,m/s,Santa Marta
42738,19,Velocidad registrada,4.73,m/s,Santa Marta
42738,20,Velocidad registrada,2.99,m/s,Santa Marta
