Fecha,Hora,Variable,Valor,Unidad,Lugar
42785,15,Velocidad registrada,3.29,m/s,Santa Marta
42785,16,Velocidad registrada,4.16,m/s,Santa Marta
42785,17,Velocidad registrada,4.54,m/s,Santa Marta
42785,18,Velocidad registrada,4.63,m/s,Santa Marta
42785,19,Velocidad registrada,4.59,m/s,Santa Marta
42785,20,Velocidad registrada,4.51,m/s,Santa Marta
42785,21,Velocidad registrada,3.06,m/s,Santa Marta
42785,22,Velocidad registrada,3.15,m/s,Santa Marta
42785,23,Velocidad registrada,2.65,m/s,Santa Marta
42786,0,Velocidad registrada,2.09,m/s,Santa Marta
42786,1,Velocidad registrada,2.53,m/s,Santa Marta
42786,2,Velocidad registrada,2.05,m/s,Santa Marta
42786,3,Velocidad registrada,1.8,m/s,Santa Marta
42786,4,Velocidad registrada,1.38,m/s,Santa Marta
42786,5,Velocidad registrada,1.15,m/s,Santa Marta
42786,6,Velocidad registrada,0.94,m/s,Santa Marta
42786,7,Velocidad registrada,1.89,m/s,Santa Marta
42786,8,Velocidad registrada,3.84,m/s,Santa Marta
42786,9,Velocidad registrada,4.48,m/s,Santa Marta
42786,10,Velocidad registrada,2.45,m/s,Santa Marta
42786,11,Velocidad registrada,1.85,m/s,Santa Marta
42786,12,Velocidad registrada,2.72,m/s,Santa Marta
42786,13,Velocidad registrada,2.7,m/s,Santa Marta
42786,14,Velocidad registrada,4.12,m/s,Santa Marta
42786,15,Velocidad registrada,4.54,m/s,Santa Marta
42786,16,Velocidad registrada,5.19,m/s,Santa Marta
42786,17,Velocidad registrada,4.4,m/s,Santa Marta
42786,18,Velocidad registrada,4.52,m/s,Santa Marta
42786,19,Velocidad registrada,3.86,m/s,Santa Marta
42786,20,Velocidad registrada,3.38,m/s,Santa Marta
42786,21,Velocidad registrada,3.72,m/s,Santa Marta
42786,22,Velocidad registrada,3.92,m/s,Santa Marta
42786,23,Velocidad registrada,4.24,m/s,Santa Marta
42787,0,Velocidad registrada,5.16,m/s,Santa Marta
42787,1,Velocidad registrada,5.25,m/s,Santa Marta
42787,2,Velocidad registrada,4.96,m/s,Santa Marta
42787,3,Velocidad registrada,4.48,m/s,Santa Marta
42787,4,Velocidad registrada,4.48,m/s,Santa Marta
42787,5,Velocidad registrada,3.52,m/s,Santa Marta
42787,6,Velocidad registrada,3.24,m/s,Santa Marta
42787,7,Velocidad registrada,3.81,m/s,Santa Marta
42787,8,Velocidad registrada,4.04,m/s,Santa Marta
42787,9,Velocidad registrada,4.26,m/s,Santa Marta
42787,10,Velocidad registrada,4.09,m/s,Santa Marta
42787,11,Velocidad registrada,4.28,m/s,Santa Marta
42787,12,Velocidad registrada,5.93,m/s,Santa Marta
42787,13,Velocidad registrada,7.1,m/s,Santa Marta
42787,14,Velocidad registrada,6.12,m/s,Santa Marta
42787,15,Velocidad registrada,6.04,m/s,Santa Marta
42787,16,Velocidad registrada,6.51,m/s,Santa Marta
42787,17,Velocidad registrada,6.78,m/s,Santa Marta
42787,18,Velocidad registrada,6.37,m/s,Santa Marta
42787,19,Velocidad registrada,5.69,m/s,Santa Marta
42787,20,Velocidad registrada,5.96,m/s,Santa Marta
42787,21,Velocidad registrada,5.59,m/s,Santa Marta
42787,22,Velocidad registrada,5.33,m/s,Santa Marta
42787,23,Velocidad registrada,5.09,m/s,Santa Marta
42788,0,Velocidad registrada,4.5,m/s,Santa Marta
42788,1,Velocidad registrada,4.78,m/s,Santa Marta
42788,2,Velocidad registrada,4.07,m/s,Santa Marta
42788,3,Velocidad registrada,3.87,m/s,Santa Marta
42788,4,Velocidad registrada,2.8,m/s,Santa Marta
42788,5,Velocidad registrada,2.51,m/s,Santa Marta
42788,6,Velocidad registrada,2.2,m/s,Santa Marta
42788,7,Velocidad registrada,1.71,m/s,Santa Marta
42788,8,Velocidad registrada,1.53,m/s,Santa Marta
42788,9,Velocidad registrada,2.25,m/s,Santa Marta
42788,10,Velocidad registrada,3.11,m/s,Santa Marta
42788,11,Velocidad registrada,4.05,m/s,Santa Marta
42788,12,Velocidad registrada,4.8,m/s,Santa Marta
42788,13,Velocidad registrada,4.8,m/s,Santa Marta
42788,14,Velocidad registrada,4.91,m/s,Santa Marta
42788,15,Velocidad registrada,4.23,m/s,Santa Marta
42788,16,Velocidad registrada,4.05,m/s,Santa Marta
42788,17,Velocidad registrada,4.5,m/s,Santa Marta
42788,18,Velocidad registrada,4.72,m/s,Santa Marta
42788,19,Velocidad registrada,5.44,m/s,Santa Marta
42788,20,Velocidad registrada,5.57,m/s,Santa Marta
42788,21,Velocidad registrada,4.09,m/s,Santa Marta
42788,22,Velocidad registrada,3.59,m/s,Santa Marta
42788,23,Velocidad registrada,2.07,m/s,Santa Marta
42789,0,Velocidad registrada,1.58,m/s,Santa Marta
42789,1,Velocidad registrada,1.52,m/s,Santa Marta
42789,2,Velocidad registrada,0.97,m/s,Santa Marta
42789,3,Velocidad registrada,1.16,m/s,Santa Marta
42789,4,Velocidad registrada,0.77,m/s,Santa Marta
42789,5,Velocidad registrada,0.9,m/s,Santa Marta
42789,6,Velocidad registrada,0.86,m/s,Santa Marta
42789,7,Velocidad registrada,0.74,m/s,Santa Marta
42789,8,Velocidad registrada,0.97,m/s,Santa Marta
42789,9,Velocidad registrada,1.47,m/s,Santa Marta
42789,10,Velocidad registrada,1.2,m/s,Santa Marta
42789,11,Velocidad registrada,1.95,m/s,Santa Marta
42789,12,Velocidad registrada,1.89,m/s,Santa Marta
42789,13,Velocidad registrada,2.2,m/s,Santa Marta
42789,14,Velocidad registrada,2.96,m/s,Santa Marta
42789,15,Velocidad registrada,3.72,m/s,Santa Marta
42789,16,Velocidad registrada,4.44,m/s,Santa Marta
42789,17,Velocidad registrada,4.56,m/s,Santa Marta
42789,18,Velocidad registrada,4.71,m/s,Santa Marta
42789,19,Velocidad registrada,5.02,m/s,Santa Marta
42789,20,Velocidad registrada,5.47,m/s,Santa Marta
42789,21,Velocidad registrada,4.2,m/s,Santa Marta
42789,22,Velocidad registrada,4.35,m/s,Santa Marta
42789,23,Velocidad registrada,3.6,m/s,Santa Marta
42790,0,Velocidad registrada,2.48,m/s,Santa Marta
42790,1,Velocidad registrada,1.81,m/s,Santa Marta
42790,2,Velocidad registrada,1.17,m/s,Santa Marta
42790,3,Velocidad registrada,1.36,m/s,Santa Marta
42790,4,Velocidad registrada,1.1,m/s,Santa Marta
42790,5,Velocidad registrada,0.81,m/s,Santa Marta
42790,6,Velocidad registrada,0.73,m/s,Santa Marta
42790,7,Velocidad registrada,0.98,m/s,Santa Marta
42790,8,Velocidad registrada,1.7,m/s,Santa Marta
42790,9,Velocidad registrada,1.17,m/s,Santa Marta
42790,10,Velocidad registrada,1.55,m/s,Santa Marta
42790,11,Velocidad registrada,1.87,m/s,Santa Marta
42790,12,Velocidad registrada,2.12,m/s,Santa Marta
42790,13,Velocidad registrada,3.31,m/s,Santa Marta
42790,14,Velocidad registrada,4.06,m/s,Santa Marta
42790,15,Velocidad registrada,5.37,m/s,Santa Marta
42790,16,Velocidad registrada,6.42,m/s,Santa Marta
42790,17,Velocidad registrada,6.34,m/s,Santa Marta
42790,18,Velocidad registrada,6.28,m/s,Santa Marta
42790,19,Velocidad registrada,6.59,m/s,Santa Marta
42790,20,Velocidad registrada,6.52,m/s,Santa Marta
42790,21,Velocidad registrada,5.9,m/s,Santa Marta
42790,22,Velocidad registrada,4.61,m/s,Santa Marta
42790,23,Velocidad registrada,4.06,m/s,Santa Marta
42791,0,Velocidad registrada,2.86,m/s,Santa Marta
42791,1,Velocidad registrada,2.87,m/s,Santa Marta
42791,2,Velocidad registrada,3.94,m/s,Santa Marta
42791,3,Velocidad registrada,3.32,m/s,Santa Marta
42791,4,Velocidad registrada,2.62,m/s,Santa Marta
42791,5,Velocidad registrada,2.74,m/s,Santa Marta
42791,6,Velocidad registrada,3.2,m/s,Santa Marta
42791,7,Velocidad registrada,2.74,m/s,Santa Marta
42791,8,Velocidad registrada,2.63,m/s,Santa Marta
42791,9,Velocidad registrada,3.02,m/s,Santa Marta
42791,10,Velocidad registrada,2.77,m/s,Santa Marta
42791,11,Velocidad registrada,2.6,m/s,Santa Marta
42791,12,Velocidad registrada,3.67,m/s,Santa Marta
42791,13,Velocidad registrada,4.12,m/s,Santa Marta
42791,14,Velocidad registrada,5.22,m/s,Santa Marta
42791,15,Velocidad registrada,6.4,m/s,Santa Marta
42791,16,Velocidad registrada,6.92,m/s,Santa Marta
42791,17,Velocidad registrada,6.69,m/s,Santa Marta
42791,18,Velocidad registrada,6.47,m/s,Santa Marta
42791,19,Velocidad registrada,5.72,m/s,Santa Marta
42791,20,Velocidad registrada,5.77,m/s,Santa Marta
42791,21,Velocidad registrada,4.32,m/s,Santa Marta
42791,22,Velocidad registrada,4.51,m/s,Santa Marta
42791,23,Velocidad registrada,4.55,m/s,Santa Marta
42792,0,Velocidad registrada,4.1,m/s,Santa Marta
42792,1,Velocidad registrada,3.64,m/s,Santa Marta
42792,2,Velocidad registrada,4.25,m/s,Santa Marta
42792,3,Velocidad registrada,3.61,m/s,Santa Marta
42792,4,Velocidad registrada,3.26,m/s,Santa Marta
42792,5,Velocidad registrada,5.44,m/s,Santa Marta
42792,6,Velocidad registrada,5.07,m/s,Santa Marta
42792,7,Velocidad registrada,3.26,m/s,Santa Marta
42792,8,Velocidad registrada,2.74,m/s,Santa Marta
42792,9,Velocidad registrada,3.73,m/s,Santa Marta
42792,10,Velocidad registrada,4.4,m/s,Santa Marta
42792,11,Velocidad registrada,4.67,m/s,Santa Marta
42792,12,Velocidad registrada,5.12,m/s,Santa Marta
42792,13,Velocidad registrada,4.93,m/s,Santa Marta
42792,14,Velocidad registrada,4.58,m/s,Santa Marta
42792,15,Velocidad registrada,4.49,m/s,Santa Marta
42792,16,Velocidad registrada,4.84,m/s,Santa Marta
42792,17,Velocidad registrada,5.73,m/s,Santa Marta
42792,18,Velocidad registrada,4.33,m/s,Santa Marta
42792,19,Velocidad registrada,3.53,m/s,Santa Marta
42792,20,Velocidad registrada,3.85,m/s,Santa Marta
42792,21,Velocidad registrada,3.83,m/s,Santa Marta
42792,22,Velocidad registrada,3.39,m/s,Santa Marta
42792,23,Velocidad registrada,2.91,m/s,Santa Marta
42793,0,Velocidad registrada,3.37,m/s,Santa Marta
42793,1,Velocidad registrada,3.34,m/s,Santa Marta
42793,2,Velocidad registrada,3.59,m/s,Santa Marta
42793,3,Velocidad registrada,3.16,m/s,Santa Marta
42793,4,Velocidad registrada,1.76,m/s,Santa Marta
42793,5,Velocidad registrada,1.22,m/s,Santa Marta
42793,6,Velocidad registrada,1.87,m/s,Santa Marta
42793,7,Velocidad registrada,1.01,m/s,Santa Marta
42793,8,Velocidad registrada,1.17,m/s,Santa Marta
42793,9,Velocidad registrada,2.12,m/s,Santa Marta
42793,10,Velocidad registrada,1.5,m/s,Santa Marta
42793,11,Velocidad registrada,2.55,m/s,Santa Marta
42793,12,Velocidad registrada,3.86,m/s,Santa Marta
42793,13,Velocidad registrada,4.55,m/s,Santa Marta
42793,14,Velocidad registrada,4.59,m/s,Santa Marta
42793,15,Velocidad registrada,5.49,m/s,Santa Marta
42793,16,Velocidad registrada,5.73,m/s,Santa Marta
42793,17,Velocidad registrada,5.63,m/s,Santa Marta
42793,18,Velocidad registrada,6.5,m/s,Santa Marta
42793,19,Velocidad registrada,5.32,m/s,Santa Marta
42793,20,Velocidad registrada,6.04,m/s,Santa Marta
42793,21,Velocidad registrada,5.05,m/s,Santa Marta
42793,22,Velocidad registrada,5.06,m/s,Santa Marta
42793,23,Velocidad registrada,4.53,m/s,Santa Marta
42794,0,Velocidad registrada,2.51,m/s,Santa Marta
42794,1,Velocidad registrada,1.28,m/s,Santa Marta
42794,2,Velocidad registrada,1.1,m/s,Santa Marta
42794,3,Velocidad registrada,0.65,m/s,Santa Marta
42794,4,Velocidad registrada,0.65,m/s,Santa Marta
42794,5,Velocidad registrada,1.28,m/s,Santa Marta
42794,6,Velocidad registrada,1.36,m/s,Santa Marta
42794,7,Velocidad registrada,1.12,m/s,Santa Marta
42794,8,Velocidad registrada,1.74,m/s,Santa Marta
42794,9,Velocidad registrada,1.61,m/s,Santa Marta
42794,10,Velocidad registrada,2.35,m/s,Santa Marta
42794,11,Velocidad registrada,3.48,m/s,Santa Marta
42794,12,Velocidad registrada,4.5,m/s,Santa Marta
42794,13,Velocidad registrada,5.87,m/s,Santa Marta
42794,14,Velocidad registrada,6.5,m/s,Santa Marta
42794,15,Velocidad registrada,6.32,m/s,Santa Marta
42794,16,Velocidad registrada,6.2,m/s,Santa Marta
42794,17,Velocidad registrada,6.33,m/s,Santa Marta
42794,18,Velocidad registrada,5.38,m/s,Santa Marta
42794,19,Velocidad registrada,4.36,m/s,Santa Marta
42794,20,Velocidad registrada,4.46,m/s,Santa Marta
42794,21,Velocidad registrada,3.81,m/s,Santa Marta
42794,22,Velocidad registrada,3.84,m/s,Santa Marta
42794,23,Velocidad registrada,3.14,m/s,Santa Marta
42795,0,Velocidad registrada,1.73,m/s,Santa Marta
42795,1,Velocidad registrada,1.18,m/s,Santa Marta
42795,2,Velocidad registrada,1.9,m/s,Santa Marta
42795,3,Velocidad registrada,2.05,m/s,Santa Marta
42795,4,Velocidad registrada,1.41,m/s,Santa Marta
42795,5,Velocidad registrada,1.3,m/s,Santa Marta
42795,6,Velocidad registrada,2.73,m/s,Santa Marta
42795,7,Velocidad registrada,3.1,m/s,Santa Marta
42795,8,Velocidad registrada,2.41,m/s,Santa Marta
42795,9,Velocidad registrada,1.43,m/s,Santa Marta
42795,10,Velocidad registrada,1.99,m/s,Santa Marta
42795,11,Velocidad registrada,2.36,m/s,Santa Marta
42795,12,Velocidad registrada,2.64,m/s,Santa Marta
42795,13,Velocidad registrada,4.6,m/s,Santa Marta
42795,14,Velocidad registrada,5.84,m/s,Santa Marta
42795,15,Velocidad registrada,6.21,m/s,Santa Marta
42795,16,Velocidad registrada,6.17,m/s,Santa Marta
42795,17,Velocidad registrada,6.24,m/s,Santa Marta
42795,18,Velocidad registrada,5.29,m/s,Santa Marta
42795,19,Velocidad registrada,4.98,m/s,Santa Marta
42795,20,Velocidad registrada,4.45,m/s,Santa Marta
42795,21,Velocidad registrada,5.23,m/s,Santa Marta
42795,22,Velocidad registrada,4.05,m/s,Santa Marta
42795,23,Velocidad registrada,3.56,m/s,Santa Marta
42796,0,Velocidad registrada,2.63,m/s,Santa Marta
42796,1,Velocidad registrada,1.77,m/s,Santa Marta
42796,2,Velocidad registrada,1.29,m/s,Santa Marta
42796,3,Velocidad registrada,0.86,m/s,Santa Marta
42796,4,Velocidad registrada,1.78,m/s,Santa Marta
42796,5,Velocidad registrada,2.44,m/s,Santa Marta
42796,6,Velocidad registrada,2.98,m/s,Santa Marta
42796,7,Velocidad registrada,1.78,m/s,Santa Marta
42796,8,Velocidad registrada,0.81,m/s,Santa Marta
42796,9,Velocidad registrada,1.25,m/s,Santa Marta
42796,10,Velocidad registrada,2.58,m/s,Santa Marta
42796,11,Velocidad registrada,2.59,m/s,Santa Marta
42796,12,Velocidad registrada,3.45,m/s,Santa Marta
42796,13,Velocidad registrada,4.44,m/s,Santa Marta
42796,14,Velocidad registrada,4.49,m/s,Santa Marta
42796,15,Velocidad registrada,5.12,m/s,Santa Marta
42796,16,Velocidad registrada,5.58,m/s,Santa Marta
42796,17,Velocidad registrada,5.68,m/s,Santa Marta
42796,18,Velocidad registrada,5.82,m/s,Santa Marta
42796,19,Velocidad registrada,5.16,m/s,Santa Marta
42796,20,Velocidad registrada,3.93,m/s,Santa Marta
42796,21,Velocidad registrada,3.71,m/s,Santa Marta
42796,22,Velocidad registrada,3.53,m/s,Santa Marta
42796,23,Velocidad registrada,2.45,m/s,Santa Marta
42797,0,Velocidad registrada,1.05,m/s,Santa Marta
42797,1,Velocidad registrada,0.8,m/s,Santa Marta
42797,2,Velocidad registrada,0.83,m/s,Santa Marta
42797,3,Velocidad registrada,1.23,m/s,Santa Marta
42797,4,Velocidad registrada,0.88,m/s,Santa Marta
42797,5,Velocidad registrada,1.09,m/s,Santa Marta
42797,6,Velocidad registrada,1.09,m/s,Santa Marta
42797,7,Velocidad registrada,1.12,m/s,Santa Marta
42797,8,Velocidad registrada,1.56,m/s,Santa Marta
42797,9,Velocidad registrada,1.34,m/s,Santa Marta
42797,10,Velocidad registrada,2.93,m/s,Santa Marta
42797,11,Velocidad registrada,4.1,m/s,Santa Marta
42797,12,Velocidad registrada,5.12,m/s,Santa Marta
42797,13,Velocidad registrada,5.31,m/s,Santa Marta
42797,14,Velocidad registrada,6.12,m/s,Santa Marta
42797,15,Velocidad registrada,6.15,m/s,Santa Marta
42797,16,Velocidad registrada,6.46,m/s,Santa Marta
42797,17,Velocidad registrada,6.77,m/s,Santa Marta
42797,18,Velocidad registrada,5.47,m/s,Santa Marta
42797,19,Velocidad registrada,5.16,m/s,Santa Marta
42797,20,Velocidad registrada,4.1,m/s,Santa Marta
42797,21,Velocidad registrada,3.14,m/s,Santa Marta
42797,22,Velocidad registrada,2.72,m/s,Santa Marta
42797,23,Velocidad registrada,2.72,m/s,Santa Marta
42798,0,Velocidad registrada,3.18,m/s,Santa Marta
42798,1,Velocidad registrada,2.08,m/s,Santa Marta
42798,2,Velocidad registrada,1.84,m/s,Santa Marta
42798,3,Velocidad registrada,1.96,m/s,Santa Marta
42798,4,Velocidad registrada,2.29,m/s,Santa Marta
42798,5,Velocidad registrada,2.24,m/s,Santa Marta
42798,6,Velocidad registrada,2.23,m/s,Santa Marta
42798,7,Velocidad registrada,2.19,m/s,Santa Marta
42798,8,Velocidad registrada,1.92,m/s,Santa Marta
42798,9,Velocidad registrada,1.18,m/s,Santa Marta
42798,10,Velocidad registrada,2.2,m/s,Santa Marta
42798,11,Velocidad registrada,2.61,m/s,Santa Marta
42798,12,Velocidad registrada,4.46,m/s,Santa Marta
42798,13,Velocidad registrada,5.25,m/s,Santa Marta
42798,14,Velocidad registrada,6.48,m/s,Santa Marta
42798,15,Velocidad registrada,6.64,m/s,Santa Marta
42798,16,Velocidad registrada,5.85,m/s,Santa Marta
42798,17,Velocidad registrada,5.13,m/s,Santa Marta
42798,18,Velocidad registrada,5.58,m/s,Santa Marta
42798,19,Velocidad registrada,4.88,m/s,Santa Marta
42798,20,Velocidad registrada,5.08,m/s,Santa Marta
42798,21,Velocidad registrada,4.7,m/s,Santa Marta
42798,22,Velocidad registrada,4.14,m/s,Santa Marta
42798,23,Velocidad registrada,3.8,m/s,Santa Marta
42799,0,Velocidad registrada,3.54,m/s,Santa Marta
42799,1,Velocidad registrada,3.16,m/s,Santa Marta
42799,2,Velocidad registrada,2.25,m/s,Santa Marta
42799,3,Velocidad registrada,1.95,m/s,Santa Marta
42799,4,Velocidad registrada,1.78,m/s,Santa Marta
42799,5,Velocidad registrada,1.6,m/s,Santa Marta
42799,6,Velocidad registrada,1.37,m/s,Santa Marta
42799,7,Velocidad registrada,1.2,m/s,Santa Marta
42799,8,Velocidad registrada,1.96,m/s,Santa Marta
42799,9,Velocidad registrada,1.11,m/s,Santa Marta
42799,10,Velocidad registrada,2.46,m/s,Santa Marta
42799,11,Velocidad registrada,4.1,m/s,Santa Marta
42799,12,Velocidad registrada,5.03,m/s,Santa Marta
42799,13,Velocidad registrada,6.56,m/s,Santa Marta
42799,14,Velocidad registrada,6.41,m/s,Santa Marta
42799,15,Velocidad registrada,6.58,m/s,Santa Marta
42799,16,Velocidad registrada,6.3,m/s,Santa Marta
42799,17,Velocidad registrada,6.57,m/s,Santa Marta
42799,18,Velocidad registrada,5.71,m/s,Santa Marta
42799,19,Velocidad registrada,4.96,m/s,Santa Marta
42799,20,Velocidad registrada,4.85,m/s,Santa Marta
42799,21,Velocidad registrada,3.82,m/s,Santa Marta
42799,22,Velocidad registrada,3.07,m/s,Santa Marta
42799,23,Velocidad registrada,2.42,m/s,Santa Marta
42800,0,Velocidad registrada,2.75,m/s,Santa Marta
42800,1,Velocidad registrada,2.1,m/s,Santa Marta
42800,2,Velocidad registrada,2.24,m/s,Santa Marta
42800,3,Velocidad registrada,2.19,m/s,Santa Marta
42800,4,Velocidad registrada,1.44,m/s,Santa Marta
42800,5,Velocidad registrada,1.28,m/s,Santa Marta
42800,6,Velocidad registrada,1.86,m/s,Santa Marta
42800,7,Velocidad registrada,1.83,m/s,Santa Marta
42800,8,Velocidad registrada,1.68,m/s,Santa Marta
42800,9,Velocidad registrada,2.14,m/s,Santa Marta
42800,10,Velocidad registrada,2.61,m/s,Santa Marta
42800,11,Velocidad registrada,3.71,m/s,Santa Marta
42800,12,Velocidad registrada,4.87,m/s,Santa Marta
42800,13,Velocidad registrada,4.97,m/s,Santa Marta
42800,14,Velocidad registrada,5.73,m/s,Santa Marta
42800,15,Velocidad registrada,6.55,m/s,Santa Marta
42800,16,Velocidad registrada,6.96,m/s,Santa Marta
42800,17,Velocidad registrada,6.28,m/s,Santa Marta
42800,18,Velocidad registrada,5.24,m/s,Santa Marta
42800,19,Velocidad registrada,5.39,m/s,Santa Marta
42800,20,Velocidad registrada,5.13,m/s,Santa Marta
42800,21,Velocidad registrada,4.19,m/s,Santa Marta
42800,22,Velocidad registrada,3.84,m/s,Santa Marta
42800,23,Velocidad registrada,3.7,m/s,Santa Marta
42801,0,Velocidad registrada,2.1,m/s,Santa Marta
42801,1,Velocidad registrada,2.67,m/s,Santa Marta
42801,2,Velocidad registrada,1.38,m/s,Santa Marta
42801,3,Velocidad registrada,1.09,m/s,Santa Marta
42801,4,Velocidad registrada,1.63,m/s,Santa Marta
42801,5,Velocidad registrada,1.14,m/s,Santa Marta
42801,6,Velocidad registrada,0.64,m/s,Santa Marta
42801,7,Velocidad registrada,0.87,m/s,Santa Marta
42801,8,Velocidad registrada,1.91,m/s,Santa Marta
42801,9,Velocidad registrada,1.69,m/s,Santa Marta
42801,10,Velocidad registrada,1.38,m/s,Santa Marta
42801,11,Velocidad registrada,1.32,m/s,Santa Marta
42801,12,Velocidad registrada,2.8,m/s,Santa Marta
42801,13,Velocidad registrada,3.03,m/s,Santa Marta
42801,14,Velocidad registrada,4.05,m/s,Santa Marta
42801,15,Velocidad registrada,5.04,m/s,Santa Marta
42801,16,Velocidad registrada,5.59,m/s,Santa Marta
42801,17,Velocidad registrada,5.98,m/s,Santa Marta
42801,18,Velocidad registrada,5.65,m/s,Santa Marta
42801,19,Velocidad registrada,6.21,m/s,Santa Marta
42801,20,Velocidad registrada,5.93,m/s,Santa Marta
42801,21,Velocidad registrada,5.76,m/s,Santa Marta
42801,22,Velocidad registrada,5.79,m/s,Santa Marta
42801,23,Velocidad registrada,4.56,m/s,Santa Marta
42802,0,Velocidad registrada,4.48,m/s,Santa Marta
42802,1,Velocidad registrada,3.57,m/s,Santa Marta
42802,2,Velocidad registrada,2.34,m/s,Santa Marta
42802,3,Velocidad registrada,1.38,m/s,Santa Marta
42802,4,Velocidad registrada,1.49,m/s,Santa Marta
42802,5,Velocidad registrada,0.91,m/s,Santa Marta
42802,6,Velocidad registrada,0.66,m/s,Santa Marta
42802,7,Velocidad registrada,0.61,m/s,Santa Marta
42802,8,Velocidad registrada,0.87,m/s,Santa Marta
42802,9,Velocidad registrada,1.4,m/s,Santa Marta
42802,10,Velocidad registrada,1.32,m/s,Santa Marta
42802,11,Velocidad registrada,2.66,m/s,Santa Marta
42802,12,Velocidad registrada,4.09,m/s,Santa Marta
42802,13,Velocidad registrada,4.48,m/s,Santa Marta
42802,14,Velocidad registrada,5.86,m/s,Santa Marta
42802,15,Velocidad registrada,5.81,m/s,Santa Marta
42802,16,Velocidad registrada,6.3,m/s,Santa Marta
42802,17,Velocidad registrada,6.6,m/s,Santa Marta
42802,18,Velocidad registrada,4.27,m/s,Santa Marta
42802,19,Velocidad registrada,4.68,m/s,Santa Marta
42802,20,Velocidad registrada,3.27,m/s,Santa Marta
42802,21,Velocidad registrada,1.78,m/s,Santa Marta
42802,22,Velocidad registrada,1.23,m/s,Santa Marta
42802,23,Velocidad registrada,0.99,m/s,Santa Marta
42803,0,Velocidad registrada,0.87,m/s,Santa Marta
42803,1,Velocidad registrada,1.47,m/s,Santa Marta
42803,2,Velocidad registrada,1.9,m/s,Santa Marta
42803,3,Velocidad registrada,1.76,m/s,Santa Marta
42803,4,Velocidad registrada,1.65,m/s,Santa Marta
42803,5,Velocidad registrada,1.4,m/s,Santa Marta
42803,6,Velocidad registrada,1.84,m/s,Santa Marta
42803,7,Velocidad registrada,1.99,m/s,Santa Marta
42803,8,Velocidad registrada,2.13,m/s,Santa Marta
42803,9,Velocidad registrada,3.37,m/s,Santa Marta
42803,10,Velocidad registrada,2.93,m/s,Santa Marta
42803,11,Velocidad registrada,2.8,m/s,Santa Marta
42803,12,Velocidad registrada,3.05,m/s,Santa Marta
42803,13,Velocidad registrada,4.22,m/s,Santa Marta
42803,14,Velocidad registrada,4.83,m/s,Santa Marta
42803,15,Velocidad registrada,5.76,m/s,Santa Marta
42803,16,Velocidad registrada,4.83,m/s,Santa Marta
42803,17,Velocidad registrada,5.2,m/s,Santa Marta
42803,18,Velocidad registrada,5.06,m/s,Santa Marta
42803,19,Velocidad registrada,4.7,m/s,Santa Marta
42803,20,Velocidad registrada,5.47,m/s,Santa Marta
42803,21,Velocidad registrada,5.21,m/s,Santa Marta
42803,22,Velocidad registrada,5.13,m/s,Santa Marta
42803,23,Velocidad registrada,4.16,m/s,Santa Marta
42804,0,Velocidad registrada,4.32,m/s,Santa Marta
42804,1,Velocidad registrada,3.91,m/s,Santa Marta
42804,2,Velocidad registrada,3.38,m/s,Santa Marta
42804,3,Velocidad registrada,2.81,m/s,Santa Marta
42804,4,Velocidad registrada,1.55,m/s,Santa Marta
42804,5,Velocidad registrada,1.3,m/s,Santa Marta
42804,6,Velocidad registrada,0.87,m/s,Santa Marta
42804,7,Velocidad registrada,0.99,m/s,Santa Marta
42804,8,Velocidad registrada,1.44,m/s,Santa Marta
42804,9,Velocidad registrada,1.24,m/s,Santa Marta
42804,10,Velocidad registrada,0.62,m/s,Santa Marta
42804,11,Velocidad registrada,2.08,m/s,Santa Marta
42804,12,Velocidad registrada,2.6,m/s,Santa Marta
42804,13,Velocidad registrada,3.11,m/s,Santa Marta
42804,14,Velocidad registrada,4.5,m/s,Santa Marta
42804,15,Velocidad registrada,3.96,m/s,Santa Marta
42804,16,Velocidad registrada,4.44,m/s,Santa Marta
42804,17,Velocidad registrada,3.99,m/s,Santa Marta
42804,18,Velocidad registrada,4.54,m/s,Santa Marta
42804,19,Velocidad registrada,3.71,m/s,Santa Marta
42804,20,Velocidad registrada,4.02,m/s,Santa Marta
42804,21,Velocidad registrada,3.94,m/s,Santa Marta
42804,22,Velocidad registrada,3.81,m/s,Santa Marta
42804,23,Velocidad registrada,3.16,m/s,Santa Marta
42805,0,Velocidad registrada,1.81,m/s,Santa Marta
42805,1,Velocidad registrada,1.46,m/s,Santa Marta
42805,2,Velocidad registrada,1.83,m/s,Santa Marta
42805,3,Velocidad registrada,2.03,m/s,Santa Marta
42805,4,Velocidad registrada,1.46,m/s,Santa Marta
42805,5,Velocidad registrada,2.52,m/s,Santa Marta
42805,6,Velocidad registrada,2.3,m/s,Santa Marta
42805,7,Velocidad registrada,1.04,m/s,Santa Marta
42805,8,Velocidad registrada,0.65,m/s,Santa Marta
42805,9,Velocidad registrada,0.69,m/s,Santa Marta
42805,10,Velocidad registrada,0.8,m/s,Santa Marta
42805,11,Velocidad registrada,1.19,m/s,Santa Marta
42805,12,Velocidad registrada,2.42,m/s,Santa Marta
42805,13,Velocidad registrada,4.32,m/s,Santa Marta
42805,14,Velocidad registrada,3.86,m/s,Santa Marta
42805,15,Velocidad registrada,3.88,m/s,Santa Marta
